D1S1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
,500,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"0,001","0,001","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"0,042","0,042","0,042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"0,292","0,292","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"0,449","0,449","0,449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"0,188","0,188","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"0,023","0,023","0,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"0,005","0,005","0,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18S51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
,17476,1243,1000,4523,10710,221,206,171,500,200,200,1000,230,208,785,208,224,304,929,510,200,2084,202,206,523,247,907,733,453,425,1600,3000,1000
9,"0,000572213","0,000804505","0,0005","0,000221092","0,00070028",,"0,00242718","0,00292398",,,,"0,0005",,,,,,"0,00164474","0,000538213",,"0,0075","0,000959693","0,00247525",,,,"0,000551268","0,00136426","0,00220751",,,"0,000166667","0,0005"
10,"0,00655184","0,00683829","0,006","0,00165819","0,00863679","0,00226244","0,0121359","0,00584795","0,006","0,0075",,"0,006","0,00869565","0,00961538","0,0127389","0,0144231","0,00223214","0,0148026","0,0107643","0,00294118","0,0075","0,00791747","0,0123762","0,00728155","0,000956023","0,00809717","0,0137817","0,0095498","0,00441501","0,0105882","0,005625","0,00166667","0,002"
"10,2","0,000314717","0,00402253","0,0005",,,,,,,,,"0,0005",,,,,,,,"0,00196078",,,,,,,,"0,00545703",,,,,
11,"0,0108434","0,00884956","0,013","0,00784877","0,0121382","0,020362","0,00970874","0,00292398","0,015","0,0075","0,01","0,013","0,00217391","0,0120192","0,0121019","0,0168269","0,015625","0,0115132","0,01507","0,00196078","0,005","0,0139155","0,00742574","0,00970874","0,0210325","0,0101215","0,00771775","0,0136426","0,00551876","0,00352941","0,0175","0,00583333","0,007"
12,"0,114157","0,081255","0,0985","0,0683175","0,138796","0,124434","0,148058","0,102339","0,113","0,0925","0,13","0,0985","0,104348","0,144231","0,134395","0,129808","0,107143","0,143092","0,159311","0,054902","0,115","0,15715","0,143564","0,0946602","0,144359","0,0991903","0,120728","0,0995907","0,160044","0,137647","0,1525","0,059","0,0565"
"12,2","0,0000572213",,"0,001",,,,,,,,,"0,001",,,,,,,,,,,,,,,,,,,,,
13,"0,128891","0,0711987","0,0675","0,141941","0,135808","0,142534","0,152913","0,128655","0,129","0,1075","0,1425","0,0675","0,141304","0,129808","0,146497","0,165865","0,149554","0,121711","0,130786","0,0431373","0,1175","0,137956","0,136139","0,11165","0,210325","0,119433","0,112459","0,0907231","0,13245","0,121176","0,155938","0,130833","0,1395"
"13,2","0,000400549","0,00241352","0,004",,,,,,,,,"0,004",,,,,,,,"0,00392157",,,,,,,,"0,00136426",,,,,
14,"0,162108","0,10539","0,1035","0,176542","0,168067","0,156109","0,162621","0,163743","0,169","0,1575","0,18","0,1035","0,226087","0,165865","0,141401","0,168269","0,169643","0,169408","0,182454","0,054902","0,185","0,164827","0,168317","0,148058","0,122371","0,161943","0,168137","0,140518","0,169978","0,198824","0,163438","0,178","0,2005"
"14,1","0,0000286107",,,"0,000110546",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000166667",
"14,2","0,000171664","0,000402253","0,0025",,,,,,,,,"0,0025",,,,,,,,"0,000980392",,,,,,,,,,,,,
15,"0,164454","0,138375","0,163","0,223745","0,142577","0,128959","0,145631","0,166667","0,143","0,155","0,1325","0,163","0,178261","0,146635","0,146497","0,112981","0,116071","0,161184","0,148009","0,126471","0,135","0,142514","0,160891","0,167476","0,118547","0,131579","0,138368","0,146658","0,160044","0,138824","0,13","0,246833","0,2095"
"15,1","0,0000286107",,,"0,000110546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0005"
"15,2","0,000629435","0,00563154","0,002","0,000331638","0,0000466853",,,,,,,"0,002",,,,,,,"0,000538213","0,00490196",,,,,"0,00286807",,,"0,00613915",,,,,
16,"0,14457","0,154465","0,1695","0,161839","0,1338","0,142534","0,101942","0,154971","0,165","0,175","0,1475","0,1695","0,108696","0,139423","0,140127","0,137019","0,113839","0,148026","0,121098","0,17451","0,185","0,123321","0,0990099","0,184466","0,117591","0,192308","0,16097","0,140518","0,13245","0,117647","0,11","0,169","0,1635"
"16,2","0,000371939","0,00241352",,"0,000663277","0,0000466853",,,,,,,,,,,,,,,"0,00588235",,,,,"0,00573614","0,00202429",,,,,,,
"16,3","0,0000286107","0,000402253",,,,,,,,,,,,,,,,,,,,,,,,,,"0,000682128",,,,,
17,"0,104915","0,138777","0,1415","0,0808092","0,10775","0,133484","0,121359","0,0935673","0,099","0,1475","0,1225","0,1415","0,0608696","0,0985577","0,120382","0,0865385","0,118304","0,0970395","0,10226","0,171569","0,0975","0,107486","0,113861","0,109223","0,0936902","0,117409","0,110254","0,115962","0,093819","0,105882","0,110312","0,08","0,0765"
"17,2","0,000200275","0,00201126",,"0,000221092",,,,,,,,,,,,,,,,"0,00490196",,,,,"0,00191205",,,,,,,,
18,"0,0671778","0,104586","0,0835","0,0456555","0,0704015","0,0678733","0,0825243","0,0672515","0,076","0,07","0,0625","0,0835","0,0673913","0,0769231","0,0694268","0,0552885","0,0825893","0,0674342","0,0592034","0,133333","0,0575","0,071737","0,0544554","0,104369","0,0726577","0,0688259","0,0931643","0,0845839","0,0496689","0,0717647","0,0665625","0,042","0,0425"
"18,2","0,0000286107","0,000402253",,,,,,,,,,,,,,,,,,"0,000980392",,,,,,,,,,,,,
19,"0,0459773","0,0997586","0,075","0,0340482","0,0420635","0,0452489","0,0412621","0,0643275","0,041","0,035","0,04","0,075","0,0630435","0,0456731","0,0407643","0,0673077","0,0535714","0,0328947","0,0382131","0,128431","0,035","0,0367083","0,0792079","0,0291262","0,041109","0,0445344","0,0286659","0,079809","0,0452539","0,0470588","0,046875","0,0321667","0,036"
"19,2","0,0000572213",,,,"0,0000933707",,,,"0,002",,,,,,,,,,,,,,,,,,,,,,,,
20,"0,0238327","0,0474658","0,0375","0,0222198","0,0204949","0,0158371","0,0145631","0,0233918","0,017","0,0275","0,0225","0,0375","0,0304348","0,0144231","0,0197452","0,0120192","0,0446429","0,0148026","0,0123789","0,0558824","0,02","0,0196737","0,0049505","0,0218447","0,0258126","0,0283401","0,0214994","0,0416098","0,0253863","0,0223529","0,0240625","0,022","0,021"
"20,1","0,0000286107",,,,"0,0000466853",,,,,,,,,,,,,,"0,000538213",,,,,,,,,,,,,,
21,"0,0123598","0,0148833","0,017","0,0147026","0,0106443","0,0135747","0,00485437","0,0116959","0,016","0,01","0,0025","0,017","0,00869565","0,0144231","0,00828025","0,0192308","0,015625","0,0115132","0,00861141","0,0196078","0,03","0,00911708","0,00742574","0,00242718","0,00764818","0,00809717","0,0121279","0,0115962","0,0121413","0,0152941","0,009375","0,0135","0,022"
"21,2","0,0000572213","0,000402253","0,0005",,,,,,,,,"0,0005",,,,,,,,,,,,,,,,"0,000682128",,,,,
22,"0,0077821","0,00804505","0,011","0,011939","0,00569561","0,00678733",,"0,00877193","0,007","0,0075","0,0075","0,011",,"0,00240385","0,00509554","0,0144231","0,00892857","0,00493421","0,00753498","0,00882353","0,0025","0,00431862","0,00742574","0,00728155","0,00860421","0,00607287","0,00826902","0,00750341","0,00441501","0,00588235","0,0046875","0,012","0,0135"
"22,1","0,0000286107",,,,"0,0000466853",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0003125",,
23,"0,00180247","0,00120676","0,002","0,00342693","0,00116713",,,"0,00292398","0,001",,,"0,002",,,"0,00254777",,,,"0,00215285",,,"0,000959693",,"0,00242718","0,00382409",,"0,0016538","0,00204638",,"0,00235294","0,0015625","0,0035","0,003"
24,"0,00117304",,"0,0005","0,00243201","0,000840336",,,,"0,001",,,"0,0005",,,,,,,,,,"0,00143954","0,00247525",,"0,000956023","0,00202429","0,00110254",,"0,00220751","0,00117647","0,00125","0,002","0,0045"
25,"0,000343328",,,"0,000994915","0,000140056",,,,,,,,,,,,"0,00223214",,"0,000538213",,,,,,,,"0,000551268",,,,,"0,001","0,0015"
26,"0,0000572213",,,"0,000221092",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000333333",
D18S1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Asia,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,500,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"0,001","0,001","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"0,045","0,045","0,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"0,247","0,247","0,247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"0,142","0,142","0,142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"0,185","0,185","0,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"0,126","0,126","0,126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"0,043","0,043","0,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"0,143","0,143","0,143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"0,062","0,062","0,062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"0,006","0,006","0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19S253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Asia,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,500,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"0,004","0,004","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"0,222","0,222","0,222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"0,018","0,018","0,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"0,009","0,009","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"0,018","0,018","0,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"0,147","0,147","0,147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"0,353","0,353","0,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"0,16","0,16","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"0,061","0,061","0,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"0,007","0,007","0,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"0,001","0,001","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19S433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
,17478,1243,1000,4523,10712,222,206,171,500,200,200,1000,230,207,785,208,224,304,929,510,200,2084,202,206,523,247,907,733,455,425,1600,3000,1000
"6,2","0,0000858222","0,000804505",,,"0,0000466766",,,,,,,,,,,,,,,,,,,,,,,"0,00136426",,,"0,0003125",,
7,"0,00065797","0,00925181",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0156889",,,,,
8,"0,000143037","0,00201126",,,,,,,,,,,,,,,,,,,,,,,,,,"0,00341064",,,,,
9,"0,0019453","0,00120676",,"0,0071855",,,,,,,,,,,,,,,,"0,00294118",,,,,,,,,,,,"0,0055","0,016"
10,"0,00137315","0,00804505","0,006","0,000331638","0,000606796","0,00225225",,,,,,"0,006",,"0,00241546",,,,"0,00164474","0,00161464","0,0127451",,"0,000479846",,,"0,000956023",,"0,000551268","0,0047749","0,0021978",,"0,000625","0,000333333",
"10,2","0,0000572148","0,000402253",,,"0,0000466766",,,,,,,,,,,,,,,"0,000980392",,,,,,,,,"0,0010989",,,,
11,"0,0092688","0,0462591","0,0385","0,00364802","0,00462099","0,00225225","0,00242718","0,00292398","0,002","0,0025","0,0075","0,0385",,"0,0120773","0,00382166","0,00480769","0,00892857",,"0,00861141","0,0676471","0,005","0,00503839","0,00247525",,"0,0114723",,"0,00551268","0,0313779","0,0043956","0,00235294","0,0053125","0,00216667","0,004"
"11,2","0,000286074","0,000402253","0,002","0,00055273",,,,,,,,"0,002",,,,,,,,"0,000980392",,,,,,,,,,,,"0,000333333","0,0015"
12,"0,079786","0,104988","0,1","0,0600265","0,0833178","0,0765766","0,0946602","0,105263","0,098","0,085","0,0675","0,1","0,0586957","0,103865","0,0636943","0,0889423","0,111607","0,0855263","0,103337","0,111765","0,1025","0,0669386","0,0618812","0,0970874","0,0946463","0,0910931","0,106395","0,100273","0,0912088","0,0717647","0,0778125","0,0581667","0,0475"
"12,1","0,000400503",,,,"0,000653473",,,,,,,,,,"0,00127389",,,"0,00328947",,,,"0,000959693",,,,,,,,,"0,001875",,
"12,2","0,0050349","0,0225261","0,017","0,0071855","0,000980209",,,,"0,002",,,"0,017",,,"0,00191083",,,,"0,00161464","0,0254902",,"0,000239923",,,"0,00860421","0,00404858","0,00220507","0,0204638","0,0021978","0,00117647","0,0009375","0,00766667","0,005"
13,"0,237441","0,25181","0,2645","0,238669","0,23273","0,277027","0,25","0,181287","0,227","0,265","0,1775","0,2645","0,258696","0,2343","0,227389","0,228365","0,234375","0,259868","0,261033","0,219608","0,1975","0,213532","0,195545","0,216019","0,16826","0,293522","0,238699","0,274216","0,242857","0,2","0,24125","0,248833","0,245"
"13,2","0,0252889","0,0450523","0,0495","0,0368119","0,0158701","0,0157658","0,0145631","0,0204678","0,015","0,02","0,03","0,0495","0,023913","0,0193237","0,0127389","0,0120192","0,00892857","0,0131579","0,010226","0,0656863","0,01","0,0182342","0,0148515","0,0169903","0,0458891","0,0222672","0,0203969","0,0306958","0,0142857","0,0235294","0,01125","0,0341667","0,04"
14,"0,310304","0,246983","0,264","0,247181","0,348628","0,326577","0,34466","0,397661","0,35","0,3125","0,3975","0,264","0,336957","0,355072","0,36051","0,310096","0,330357","0,324013","0,306243","0,233333","0,385","0,366123","0,376238","0,347087","0,209369","0,327935","0,34344","0,25648","0,349451","0,372941","0,345625","0,249667","0,2595"
"14,2","0,0426536","0,0607401","0,032","0,0853416","0,023525","0,0135135","0,0145631","0,0555556","0,021","0,0075","0,025","0,032","0,0304348","0,031401","0,0235669","0,0360577","0,0178571","0,0296053","0,0306781","0,0686275","0,02","0,0232726","0,0272277","0,0218447","0,0478011","0,0121457","0,0176406","0,0552524","0,0307692","0,0188235","0,021875","0,09","0,091"
15,"0,137459","0,105792","0,1085","0,0900951","0,163835","0,166667","0,150485","0,119883","0,172","0,1825","0,17","0,1085","0,180435","0,15942","0,163057","0,151442","0,162946","0,174342","0,130248","0,095098","0,12","0,182821","0,183168","0,182039","0,141491","0,151822","0,147189","0,113233","0,137363","0,188235","0,170313","0,0846667","0,0795"
"15,2","0,0746653","0,0559131","0,0635","0,158855","0,0423357","0,0337838","0,0412621","0,0350877","0,035","0,055","0,0375","0,0635","0,0695652","0,0217391","0,0452229","0,0432692","0,0491071","0,0378289","0,0592034","0,0539216","0,0425","0,0422265","0,039604","0,0412621","0,126195","0,0202429","0,0336273","0,0572988","0,0494505","0,0317647","0,0428125","0,165833","0,155"
16,"0,0406797","0,0185036","0,029","0,0217776","0,0523245","0,045045","0,0606796","0,0497076","0,053","0,035","0,065","0,029","0,0304348","0,031401","0,0643312","0,0793269","0,0357143","0,0526316","0,050592","0,0176471","0,08","0,053263","0,0544554","0,0485437","0,0736138","0,0445344","0,0490628","0,0190996","0,0571429","0,0588235","0,048125","0,0171667","0,0085"
"16,2","0,0239158","0,0148833","0,0205","0,0347115","0,0207244","0,0292793","0,0145631","0,0292398","0,02","0,03","0,0125","0,0205","0,00652174","0,0193237","0,0216561","0,0408654","0,0223214","0,00657895","0,0269107","0,0215686","0,025","0,0167946","0,0272277","0,0145631","0,0525813","0,0202429","0,0220507","0,0102319","0,0120879","0,0223529","0,0234375","0,0296667","0,0405"
17,"0,00343289","0,00402253","0,0025","0,00187928","0,00410754","0,00225225","0,00242718",,"0,001",,"0,005","0,0025","0,00217391","0,00483092","0,00509554",,"0,00669643","0,00657895","0,00322928","0,00196078","0,0075","0,00527831","0,0123762","0,00728155","0,00669216",,"0,00220507","0,00545703","0,0043956","0,00470588","0,004375","0,00133333","0,001"
"17,2","0,00366175","0,000402253","0,002","0,00497457","0,00364078","0,0045045","0,00242718",,"0,003","0,005","0,0025","0,002","0,00217391","0,00241546","0,00318471","0,00240385","0,00446429","0,00328947","0,00484392",,"0,0025","0,00335893",,"0,00728155","0,0124283","0,00809717","0,00661521","0,000682128","0,0010989","0,00235294","0,0034375","0,00383333","0,0045"
18,"0,000171644",,,,"0,00028006",,"0,00242718",,,,,,,,"0,000636943","0,00240385",,,,,,"0,000239923",,,,,,,,"0,00117647","0,0003125",,
"18,2","0,0011729",,"0,0005","0,000663277","0,00158701","0,0045045","0,00485437","0,00292398","0,001",,"0,0025","0,0005",,"0,00241546","0,00127389",,"0,00669643","0,00164474","0,00107643",,"0,0025","0,000959693","0,0049505",,,"0,00404858","0,00441014",,,,"0,0003125","0,0005","0,0015"
"19,2","0,00011443",,,"0,000110546","0,00014003",,,,,,,,,,"0,000636943",,,,"0,000538213",,,"0,000239923",,,,,,,,,,"0,000166667",
D20S482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Asia,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,500,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"0,01","0,01","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"0,004","0,004","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"0,007","0,007","0,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"0,039","0,039","0,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"0,222","0,222","0,222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"0,477","0,477","0,477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"0,186","0,186","0,186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"0,052","0,052","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"0,003","0,003","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D21S11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
,17478,1243,1000,4523,10712,222,206,171,500,200,200,1000,230,208,785,208,224,304,929,510,200,2084,202,206,523,247,907,733,454,425,1600,3000,1000
"23,3","0,0000572148","0,000804505",,,,,,,,,,,,,,,,,,"0,00196078",,,,,,,,,,,,,
"24,2","0,000429111",,"0,001",,"0,000606796",,,,"0,001",,,"0,001",,"0,00240385","0,000636943",,,,"0,00161464",,,"0,000239923",,,,"0,00202429","0,000551268",,"0,00220264","0,00117647","0,0003125",,
"24,3","0,000486326","0,00563154","0,0015",,,,,,,,,"0,0015",,,,,,,,"0,0127451",,,,,,,,"0,000682128",,,,,
25,"0,000257467",,"0,001","0,000110546","0,00028006","0,00225225",,,,,,"0,001",,,,"0,00240385",,,"0,000538213",,,,"0,00247525",,,,,,"0,00110132","0,00117647",,"0,000166667",
"25,2","0,000257467",,,,"0,00042009",,,,,,,,,,"0,000636943",,,"0,00164474","0,000538213",,,"0,000239923",,,,,,,"0,00220264","0,00117647","0,000625",,
"25,3","0,0000572148","0,000804505",,,,,,,,,,,,,,,,,,"0,00196078",,,,,,,,,,,,,
26,"0,00168784","0,00281577","0,001","0,000442184","0,00214712","0,00225225",,,"0,003",,,"0,001",,,"0,00254777","0,00961538","0,00223214","0,00164474","0,00484392","0,00294118",,"0,00167946","0,00247525","0,00242718",,,"0,00330761","0,00272851",,"0,00117647","0,0021875","0,000166667","0,0015"
"26,2","0,0000572148",,,,"0,0000933532",,,,,,"0,0025",,,,,,,,,,,,,,,,,,,,"0,0003125",,
27,"0,025575","0,0494771","0,023","0,00420075","0,0320668","0,0157658","0,0242718","0,0409357","0,023","0,0125","0,045","0,023","0,0217391","0,03125","0,0356688","0,0192308","0,0491071","0,0361842","0,0285253","0,0539216","0,025","0,0429463","0,0321782","0,0291262","0,0105163","0,01417","0,0242558","0,0463847","0,027533","0,0341176","0,0334375","0,00333333","0,0035"
28,"0,137687","0,221239","0,1645","0,062348","0,1573","0,146396","0,148058","0,166667","0,185","0,1525","0,1575","0,1645","0,11087","0,177885","0,171338","0,108173","0,185268","0,146382","0,132939","0,232353","0,165","0,169386","0,155941","0,194175","0,130975","0,137652","0,159868","0,213506","0,117841","0,185882","0,150625","0,052","0,0575"
"28,1","0,0000286074",,,,"0,0000466766",,,,,,,,,,,,,,,,,,,,,,,,,"0,00117647",,,
"28,2","0,000400503",,,"0,00121601","0,00014003",,,,,,,,,,"0,000636943",,"0,00223214",,,,,"0,000239923",,,,,,,,,,"0,000833333","0,003"
"28,3","0,0000286074",,,,"0,0000466766",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0003125",,
29,"0,221335","0,189863","0,2125","0,251824","0,212939","0,231982","0,247573","0,204678","0,199","0,26","0,1825","0,2125","0,221739","0,182692","0,194904","0,269231","0,194196","0,190789","0,236276","0,212745","0,285","0,201056","0,242574","0,174757","0,269598","0,255061","0,198456","0,173943","0,204846","0,184706","0,225625","0,244","0,266"
"29,2","0,00105847","0,00160901","0,0015","0,000994915","0,000980209",,,"0,00292398","0,002",,,"0,0015",,,,"0,00240385","0,00223214",,"0,00215285",,"0,0075","0,00071977",,,,"0,00202429","0,000551268","0,00272851",,"0,00117647","0,0009375","0,000833333","0,002"
"29,3","0,000228859","0,000804505",,"0,000110546","0,000233383",,,,,,,,,,,,,,,,,"0,000479846",,,,,,"0,00136426","0,00110132","0,00235294",,"0,000166667",
30,"0,237441","0,179807","0,2255","0,243091","0,242858","0,234234","0,240291","0,201754","0,235","0,2","0,215","0,2255","0,293478","0,25","0,232484","0,185096","0,21875","0,273026","0,229279","0,190196","0,1775","0,258877","0,242574","0,218447","0,256214","0,192308","0,226571","0,172578","0,272026","0,256471","0,265625","0,247167","0,224"
"30,1","0,0000286074",,,"0,000110546",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000166667",
"30,2","0,0362456","0,0148833","0,028","0,0334955","0,0406553","0,0472973","0,026699","0,0555556","0,051","0,0275","0,05","0,028","0,0543478","0,0336538","0,0484076","0,0456731","0,0491071","0,0296053","0,0322928","0,00490196","0,0375","0,0328695","0,0272277","0,0679612","0,0114723","0,0708502","0,047409","0,0218281","0,0297357","0,0505882","0,038125","0,0421667","0,019"
"30,3","0,000257467",,,"0,000994915",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,0015"
31,"0,073378","0,0752212","0,0795","0,0692019","0,0743559","0,0675676","0,0873786","0,0760234","0,067","0,0425","0,1125","0,0795","0,0608696","0,0793269","0,0796178","0,0625","0,0625","0,0641447","0,0624327","0,0715686","0,04","0,0914107","0,0940594","0,0728155","0,0458891","0,0607287","0,0815877","0,0777626","0,0572687","0,0811765","0,0665625","0,0715","0,0745"
"31,1","0,0000286074",,,,"0,0000466766",,,,,,,,,,,,,,"0,000538213",,,,,,,,,,,,,,
"31,2","0,0871381","0,0667739","0,089","0,0821358","0,0914395","0,0945946","0,092233","0,114035","0,105","0,0875","0,1225","0,089","0,0956522","0,0961538","0,0961783","0,0985577","0,0982143","0,118421","0,104952","0,0362745","0,1","0,077975","0,0792079","0,0679612","0,10325","0,0789474","0,0826902","0,0879945","0,118943","0,0741176","0,0871875","0,0773333","0,0855"
"31,3","0,0000286074",,,,"0,0000466766",,,,,,,,,,,,,,,,,,,,,,,,"0,00110132",,,,
32,"0,0166209","0,0148833","0,0145","0,0255361","0,0132562","0,0247748","0,0169903","0,00584795","0,007","0,0075","0,0225","0,0145","0,0152174","0,00721154","0,0140127","0,00961538","0,0111607","0,0164474","0,00914962","0,0137255","0,0075","0,0160749","0,0123762","0,0169903","0,00669216","0,0161943","0,0159868","0,0156889","0,0121145","0,0105882","0,011875","0,0281667","0,0275"
"32,1","0,000171644","0,000402253","0,002","0,000110546",,,,,,,,"0,002",,,,,,,,"0,000980392",,,,,,,,,,,,,"0,0005"
"32,2","0,108165","0,0832663","0,079","0,154875","0,0940534","0,0720721","0,092233","0,0818713","0,091","0,1375","0,07","0,079","0,0978261","0,103365","0,0923567","0,125","0,078125","0,0871711","0,114101","0,0627451","0,12","0,0734165","0,0841584","0,11165","0,111855","0,119433","0,120176","0,0975443","0,112335","0,0811765","0,08625","0,161667","0,157"
33,"0,00234581","0,00442478","0,0035","0,00331638","0,00158701","0,00225225",,"0,00292398","0,001","0,005","0,0025","0,0035",,"0,00240385","0,00254777",,,,"0,00107643","0,00392157",,"0,00287908",,"0,00485437",,,"0,0016538","0,0047749","0,00110132","0,00117647","0,000625","0,00333333","0,005"
"33,1","0,000343289","0,00321802","0,0005","0,000221092","0,0000466766",,,,,"0,0025",,"0,0005",,,,,,,,"0,00196078",,,,,,,,"0,00409277",,,,"0,000333333",
"33,2","0,0377045","0,031778","0,04","0,0565996","0,0301998","0,0585586","0,0242718","0,0438596","0,025","0,06","0,0175","0,04","0,0282609","0,0288462","0,022293","0,0552885","0,0401786","0,0328947","0,0333692","0,0343137","0,0275","0,0261516","0,0222772","0,038835","0,0391969","0,0323887","0,0341786","0,0300136","0,034141","0,0305882","0,0240625","0,0566667","0,0655"
34,"0,00100126","0,00925181","0,0015","0,000442184","0,000233383",,,,,,,"0,0015",,"0,00240385",,,,,"0,000538213","0,0147059",,"0,000239923",,,,,,"0,00545703","0,00110132",,"0,0003125","0,000166667","0,0015"
